title_ch,title_eng,body,hsk_level,link 
啤酒的历史,The History of Beer,啤酒是人类最古老的酒精饮料，是水和茶之后世界上消耗量排名第三的饮品。关于啤酒的起源你知道多少？最古老的啤酒又是如何酿造出来的呢？ 人类喝啤酒的历史非常悠久，人们认为啤酒不仅营养丰富，还是水的安全替代品。喝酒或许还帮助人们变得更有创造性，促进了语言、艺术和宗教的发展。这是因为酒精使人们放下拘束，感到更有精神。 人类喝啤酒的最早证据出现在9000年前的中国北方。这种古老的啤酒是用大米、葡萄等制作的，是目前已经知道的最古老的酿造饮品。埃及人在大约公元前5000年开始酿造啤酒，他们使用的是大枣、石榴和一些当地的植物。在大约公元前3150年，埃及人建造了酿酒厂，为修建金字塔的工人供应啤酒。后来啤酒从中东传到了欧洲，逐渐成为了我们今天熟悉的酒类。,5,https://mandarinbean.com/the-history-of-beer/
租衣时代即将来临,The Era of Renting Clothes Is Coming,如何通过改造和再利用现有产品，系统性地减少现代社会产生的浪费？让我们来看一看最近在中国及其他多个国家兴起的“共享服饰”是否真的能在未来改变我们的生活方式。 今年早些时候，一段视频在中国意外走红。这段视频没有带观众去时髦的时装展，而是选择了一个专业的洗衣店。视频是由北京创业公司“衣二三”策划的，这家公司不提供洗衣服的服务，只提供最新的女装。策划者柯润东说，他们只是想通过展现衣服的清洗过程来消除人们对别人穿过衣服的顾虑。“衣二三”相信只要消除了人们对清洁等方面的焦虑，时尚租赁的想法会变得主流。尽管这或多或少带着商业动机，但这个想法可以颠覆原来的习俗，减少资源密集型产业带来的环境影响。同时，也可以减少人们购买衣服的预算。,6,https://mandarinbean.com/the-era-of-renting-clothes-is-coming/
重阳节,The Double Ninth Festival,每年的农历9月9日，是中国的传统节日重阳节。 “重阳”也叫“重九”，九在数字中是最大的单数，所以在中国文化中有生命长久，健康长寿的意思，有人们对老人的美好祝福。所以，这一天也被定为“敬老节”。 重阳节是欣赏秋天最好的时间，人们习惯在这一天登高山，赏菊花，喝菊花酒，还会把一种叫茱萸的植物戴在身上。,5,https://mandarinbean.com/the-double-ninth-festival/
人生最不可挥霍的时光！,The Most Important Time in Life!,20到30岁，是人生最不可挥霍的时光！这一阶段是人生的关键期，然而，20多岁的年轻人，也是最容易感到困惑迷茫，最可能虚度时光的。 MegJay是一名心理咨询师，20多岁时，MegJay在伯克利大学读临床心理学博士。她的第一个患者Alex是个26岁的女孩，面对Alex的混乱情况，20多岁的MegJay不知道要给她怎样的建议。毕竟工作、婚姻、孩子，甚至是死亡，都要等以后才来。 有一天，她的导师让她意识到“这种‘善意的疏忽’是个真正的问题”。她说，社会、媒体都在宣扬着20多岁是“后青春期”，20多岁的人还没有长大等观念，而这些剥夺了你应该有的紧迫感和志向。事实上，20岁是成人发展的关键阶段，这段时间会塑造你的未来。MegJay告诫20多岁的年轻人，不要挥霍时光，更不要把所有的压力都留给30岁，不要指望30岁弥补20岁的缺失。,6,https://mandarinbean.com/the-most-important-time-in-life/
兄弟姐妹对个体的影响,The Influence of Brothers and Sisters on Individuals,如果你出生在中国，并且有兄弟姐妹，你的压力可能比独生子女更大。一项研究表明，中国学生是否为独生子女与个体压力关系密切。中国的非独生子女比独生子女的压力水平更高，这一点在男性身上表现得更加明显。研究人员认为，这一性别差异可能与中国的传统价值观相关，一些家庭更加重视男孩，寄予更多期望，进而赋予他们更大的压力。 一些研究认为，有兄弟姐妹能帮助孩子学会情绪的调节，会更少遭受别人欺负。但是也会出现争夺玩具、打架等问题。根据调查显示，0.31的孩子表示他们经常被哥哥姐姐打,5,https://mandarinbean.com/the-influence-of-brothers-and-sisters-on-individuals/
马斯克：成就与争议并存的科技大亨馬斯克：成就與爭議並存的科技大亨,Musk: Technology Tycoon With Achievements and Controversy,伊隆·马斯克是世界上最杰出的商业人物之一。他的成就主要包括：创立PayPal，管理特斯拉以及SpaceX。他兴趣广泛，并且有创新性，对太阳能、人工智能十分关注，连火星都在他的设想之内。马斯克小时候非常喜欢与电有关的一切事物，而“电“也是目前他风险投资的完美平台。 据说马斯克工作时是不知疲倦的铁人。在创立Zip2时，他每天都在工作，睡在办公室。在接受《纽约时报》的采访时，马斯克真情流露，表示自己“每周工作120个小时”，有时需要用安眠药来对抗失眠。 今年，马斯克的日子好像没那么好过。最近，一些投资者对他提起了诉讼，他还因指责一名潜水员而惹上了一场举世瞩目的官司。此外，马斯克还在网络直播中吸大麻，产生不好的影响。对于这样一位有争议的首席执行官，特斯拉的股东们还愿意忍受多久？一些分析人士认为，特斯拉需要再任命一位高层领导。,6,https://mandarinbean.com/musk-technology-tycoon-with-achievements-and-controversy/
千禧一代导致离婚率下降？,Have Millennials Ruined Divorce？,最新公布的调查数据显示，2008年到2016年间，美国离婚率下降了18%。这本是一个好消息，但有专家指出，这是千禧一代晚婚甚至不婚导致的。如今，人们总是责怪千禧一代限制了太多领域的发展，包括各种产业和传统习俗等。对此，社交媒体用户们纷纷在网络上表达了自己的看法。 根据皮尤研究中心的数据，千禧一代指的是出生于1981年到1996年间的人，如今年龄在22岁到37岁。谈到对离婚率下降的影响，千禧一代选择幽默地回应这一新闻。有人说:“典型的千禧一代对稳定婚姻关系的承诺，毁掉了另一个神圣的制度（离婚）。也有人嘲讽地说：“千禧一代毁掉了离婚？接下来还要毁掉什么？消除贫困？” 科恩教授说，首先，离婚率下降很大程度上是因为年轻人结婚更晚。如今在人们结婚时，他们已经把教育、事业和财务状况都理顺了。晚婚也表明千禧一代更挑剔，在找到一生的伴侣之前的恋爱时间更长。另外，对一些人来说，离婚这一选择看上去成本太高了，这些都是导致离婚率下降的原因。,5,https://mandarinbean.com/have-millennials-ruined-divorce%ef%bc%9f/
新版Apple Watch健康功能的“副作用”,The “Side Effects” of the New Apple Watch Health Feature,最近，苹果公司发布的新版AppleWatch，加入了两个与健康有关的主要功能，号称这可以保障我们的性命。 根据苹果公司的介绍，如果AppleWatch侦测到你跌倒后不动了，它可以自动帮助你报警求助。它也能自动测试你有没有心脏疾病，告诉你是否应该尽快求医。但是有意见担心这个功能可能令医疗系统承受更加沉重的负担，增加医疗成本。有人警告称，这项功能也许会令公众陷入新一轮由科技造成的“疑病症”，会带来误诊和过度治疗的危机。 此外，有人担心该功能会产生大量的虚假警报。但是美国紧急电话协会的首席执行官科马说：“我对AppleWatch的这项功能有信心，我不认为它会产生大量的外界担心的虚假警报，但这需要时间来进行证实。”他说，他宁可紧急电话接线生应付一些虚假警报，也不希望有人员伤亡。,6,https://mandarinbean.com/the-side-effects-of-the-new-apple-watch-health-feature/
中国人现在更爱哪些品牌？,Which Brands Do Chinese People Prefer Now?,最近，品牌研究公司铂慧发布了中国最受欢迎品牌调查榜单。在上榜的50个品牌中，30个为中国国产品牌，其中排名第一的是支付宝。一些国际品牌纷纷被国产品牌挤下，曾经一度风靡的国际品牌如今在中国这个人口大国魅力逐渐消失，风光不再。 这项调查涉及13000名中国消费者，要求他们按照创新、实用性、以消费者为中心等因素对品牌进行排名。今年的榜单与2016年相比有明显的变化，美团第一次进入榜单前10名，而耐克、宜家等国际品牌被挤出了榜单前10名。调查也指出苹果公司在中国面临许多困难，中国消费者在购物时越来越有眼光，他们更加看重国产品牌有意义的、实用的创新。行业研究分析师凯瑟琳利姆说：“中国的国产品牌更善于利用社交媒体吸引消费者。,5,https://mandarinbean.com/which-brands-do-chinese-people-prefer-now/
美国大学生的专业选择,Major Selection of American College Students,2008年的金融危机给世界经济带来了深远影响，甚至在十年以后，还在影响着美国大学生对于专业的选择。如今，因为害怕失业，大学生们倾向于选择职业前景明朗且更加实用的计算机科学和金融等专业，而历史学、文学、哲学等人文学科专业则进入了漫长的衰退期，即便经济复苏也很难再现往日的兴盛局面。 美国高等教育，在金融危机的冲击下产生了重大改变。金融危机以后，因为对变幻莫测的劳动力市场的恐惧，美国大学生纷纷放弃学习人文学科，而选择容易就业的专业。历史专业的学生数量变化就是个很有说服力的例子。从1998年到2007年，获得历史专业学位的大学毕业生平均占0.02。到2017年，这一数字降到了约0.01。其他的人文学科专业也经历了学生数量的锐减。 哪些专业取代了人文学科的位置呢？大部分是职业前景明朗的专业。2017年毕业的2.5万多名大学生就读的20个专业中，人数增长最快的是运动科学，其次是护理和其他健康医疗专业，还有计算机科学。,6,https://mandarinbean.com/major-selection-of-american-college-students/
